
"URL","product_name","image_url","mr2","price_dollar","f6 2","price_desciption","price_per_unit","review_count","rating","Additional_Details","gray 3","f7","flex src","f7 2","b","f7 3","b 2","dark-gray"
"https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=12&tax=976759_9176907_1001469_2181160&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FHamburger-Helper-Pasta-Four-Cheese-Lasagna-5-5-Ounces-Box%2F5141268137%3FadsRedirect%3Dtrue&adUid=3ddc5be1-a868-4063-8f3e-729caf8efff4&mloc=sp-search-middle&pltfm=desktop&pgId=groocery&pt=search&spQs=o-vO3J6a-btl-VZzvq49_ExmCjP9PBmOqUTGOOTAVf93HKAlYC8LPJGACkvWyIPtFgMYsUakF0ThgT8Td--kc987K5VUeRqMCqaHssFtwqNH4ZxDsQfjP22QGbsakokDHkI1iw70mvmfZml7BYztf2eWmOSAgQGK4XSj-2ADQbSLY_CfABXRXIcPcCU4gX4XN2UTE_gxBOGCrtwCz67v7du_EyYACHduL7UN7Wscj4A&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_default%7Cace3_default%7Cbb_ctrl-10700%7Ccoldstart_on%7Csearch_ColdStartv2&/ip/Hamburger-Helper-Pasta-Four-Cheese-Lasagna-5-5-Ounces-Box/5141268137","Hamburger Helper Pasta Four Cheese Lasagna, 5.5 Ounces Box","https://i5.walmartimages.com/seo/Hamburger-Helper-Pasta-Four-Cheese-Lasagna-5-5-Ounces-Box_3dfa7b85-2830-4915-9597-5d1307f4fb28.a6aa6ead0ee23960f3334f6baba27de1.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","1","63","current price Now $1.63","29.6 ¢/oz","29","2 out of 5 Stars. 29 reviews","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/All-Natural-80-Lean-20-Fat-Ground-Beef-Chuck-2-25-lb-Tray/959024059?from=/search","All Natural* 80% Lean/20% Fat Ground Beef Chuck, 2.25 lb Tray","https://i5.walmartimages.com/asr/a19f91f0-524f-4a41-ba7f-c60e80bfbab8.b4d32bdf2dfece7801b34c09d9b79c0e.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","14","93","current price $14.93","$6.64/lb","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Great-Value-All-Natural-Boneless-Skinless-Chicken-Breasts-3-lb-Frozen/10414680?from=/search","Great Value All Natural Boneless Skinless Chicken Breasts, 3 lb (Frozen)","https://i5.walmartimages.com/asr/a11e21e5-8484-47c4-a47d-debde94cd74b.df9e9fe297fde9053a722c0c62df7e6b.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","8","76","current price Now $8.76","$2.92/lb","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Great-Value-All-Natural-Chicken-Wing-Sections-4-lb-Frozen/36618723?from=/search","Great Value All Natural Chicken Wing Sections, 4 lb (Frozen)","https://i5.walmartimages.com/asr/566c4713-d023-4ccf-a6dc-5504b62b31c3.7a0b253eea5de44861a5a80fbb328e3f.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","12","98","current price $12.98","$3.25/lb","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Great-Value-Frozen-20-oz-Pepper-Onion-Blend-20-oz/539250805?from=/search","Great Value Frozen 20 oz Pepper & Onion Blend 20 oz","https://i5.walmartimages.com/asr/089da03e-198d-404d-a060-6e1c7fa09aac.0e7848e7c84acf9ab7837effa876ec9b.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","2","72","current price $2.72","13.6 ¢/oz","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Fresh-Roma-Tomato-Each/44390944?from=/search","Fresh Roma Tomato, Each","https://i5.walmartimages.com/asr/8769d65a-5697-4d90-ae1f-8ba90a60b867.ab382f49617c7943d68ed2f96431d6c6.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","0","27","current price $0.27","$1.28/lb","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Green-Giant-Extra-Sweet-Corn-on-The-Cob-12-oz-12-Ct-Frozen/10813651?from=/search","Green Giant Extra Sweet Corn on The Cob, 12 oz, 12 Ct (Frozen)","https://i5.walmartimages.com/asr/23d6b9c7-d685-4505-b5b1-eed7c4dc15eb.5701c17c4064cc14452b5034ed8674e7.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","4","93","current price $4.93","41.1 ¢/count","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Fresh-Green-Bell-Pepper-Each/44390945?from=/search","Fresh Green Bell Pepper, Each","https://i5.walmartimages.com/asr/15c8fcf1-7b73-429e-8a7c-802091d818f1.4730164455d5cc0a04d2b1f675971dd1.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","0","86","current price $0.86","","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Fresh-Iceberg-Lettuce-Each/10402650?from=/search","Fresh Iceberg Lettuce, Each","https://i5.walmartimages.com/asr/37a29f00-4ba9-4874-a02c-6fad5f2fcc24.2eaef037bd486278914e7d25f9890d59.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","1","88","current price $1.88","","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/King-s-Hawaiian-Original-Hawaiian-Sweet-Dinner-Rolls-12-Count-12-Oz/10421729?from=/search","King's Hawaiian Original Hawaiian Sweet Dinner Rolls, 12 Count, 12 Oz","https://i5.walmartimages.com/asr/3dd0c370-49e0-4018-938c-afcc59559dd7.1e5340c56264e3a6aac257c3a8a816a5.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","4","68","current price $4.68","39.0 ¢/oz","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Fresh-Cucumber-Each/44390954?from=/search","Fresh Cucumber, Each","https://i5.walmartimages.com/asr/5985ccc8-109e-411d-aca7-556ab217e1da.e3770028b0d00b3fa4e6a40c4e630ef9.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","0","72","current price $0.72","","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/All-Natural-73-Lean-27-Fat-Ground-Beef-1-lb-Roll/15136790?from=/search","All Natural* 73% Lean/27% Fat Ground Beef, 1 lb Roll","https://i5.walmartimages.com/asr/c47fd78e-029b-42a5-8005-3566f23755cc.d00e9a20eabb7e18b19ddd86af3ec83b.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","5","94","current price $5.94","$5.94/lb","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Capri-Sun-Variety-Pack-with-Fruit-Punch-Strawberry-Kiwi-Pacific-Cooler-Juice-Box-Pouches-30-ct-Box-6-fl-oz-Pouches/110946086?from=/search","Capri Sun Variety Pack with Fruit Punch, Strawberry Kiwi & Pacific Cooler Juice Box Pouches, 30 ct Box, 6 fl oz Pouches","https://i5.walmartimages.com/asr/cd4fb79f-c692-43bd-9982-5491591c75a3.315d49ce2443fc0a28a94b39419e9d61.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","9","43","current price $9.43","5.2 ¢/fl oz","512","3.6 out of 5 Stars. 512 reviews","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Great-Value-Hot-Dog-Buns-White-11-oz-8-Count/10450133?from=/search","Great Value Hot Dog Buns, White, 11 oz, 8 Count","https://i5.walmartimages.com/asr/668fbae9-e0a0-4cba-a28d-3f34b91c0f62.a5267b2052ddb5234e6beabe5cf8310b.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","1","53","current price $1.53","13.9 ¢/oz","","","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Nabisco-Classic-Mix-Variety-Pack-OREO-CHIPS-AHOY-Nutter-Butter-Bites-RITZ-Bits-20-Snack-Packs/43200062?from=/search","Nabisco Classic Mix Variety Pack, OREO Mini, CHIPS AHOY! Mini, Nutter Butter Bites, RITZ Bits Cheese, School Snacks, 20 - 1 oz Snack Packs","https://i5.walmartimages.com/asr/a429a98e-8000-425d-9cbe-50e908ec3754.2e89671df621c756dac0cc3aa207c5e1.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","9","86","current price $9.86","49.3 ¢/oz","444","4.1 out of 5 Stars. 444 reviews","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/RITZ-Fresh-Stacks-Original-Crackers-11-8-oz-8-Stacks/35176551?from=/search","RITZ Fresh Stacks Original Crackers, 11.8 oz (8 Stacks)","https://i5.walmartimages.com/asr/a2383293-e964-49ff-8e32-423fb21586bc.fec19475a084ab0407074fe3e3bb77fa.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","3","88","current price $3.88","32.9 ¢/oz","1082","4.3 out of 5 Stars. 1082 reviews","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
"https://www.walmart.com/ip/Maruchan-Ramen-Noodle-Beef-Flavor-Soup-3-oz-Shelf-Stable-Package-12-Count/15570903?from=/search","Maruchan Ramen Noodle Beef Flavor Soup, 3 oz Shelf Stable Package, 12 Count","https://i5.walmartimages.com/asr/b5b51761-4aca-499f-b0db-d0032256b0cd.37a38f551f9bc7651979e8a7a0bf44cf.jpeg?odnHeight=784&odnWidth=580&odnBg=FFFFFF","Add","3","68","current price $3.68","10.2 ¢/oz","769","4.4 out of 5 Stars. 769 reviews","https://i5.walmartimages.com/dfw/63fd9f59-2845/2044d79e-92d5-4c08-90a2-0480444a877f/v1/EBT-Logo.svg","EBT eligible","Save with","https://i5.walmartimages.com/dfw/63fd9f59-ac39/29c6759d-7f14-49fa-bd3a-b870eb4fb8fb/v1/wplus-icon-blue.svg","Pickup","today","Delivery","today","Subscribe"
